科类,年份,分数,最低位次,最高位次,同分人数
文科,2021,339,118403,118582,180
文科,2021,338,118583,118735,153
文科,2021,337,118736,118889,154
文科,2021,336,118890,119078,189
文科,2021,335,119079,119247,169
文科,2021,334,119248,119407,160
文科,2021,333,119408,119541,134
文科,2021,332,119542,119685,144
文科,2021,331,119686,119831,146
文科,2021,330,119832,119969,138
文科,2021,329,119970,120107,138
文科,2021,328,120108,120246,139
文科,2021,327,120247,120388,142
文科,2021,326,120389,120493,105
文科,2021,325,120494,120620,127
文科,2021,324,120621,120744,124
文科,2021,323,120745,120866,122
文科,2021,322,120867,120992,126
文科,2021,321,120993,121106,114
文科,2021,320,121107,121214,108
文科,2021,319,121215,121319,105
文科,2021,318,121320,121418,99
文科,2021,317,121419,121507,89
文科,2021,316,121508,121616,109
文科,2021,315,121617,121709,93
文科,2021,314,121710,121779,70
文科,2021,313,121780,121861,82
文科,2021,312,121862,121947,86
文科,2021,311,121948,122025,78
文科,2021,310,122026,122111,86
文科,2021,309,122112,122183,72
文科,2021,308,122184,122253,70
文科,2021,307,122254,122329,76
文科,2021,306,122330,122391,62
文科,2021,305,122392,122469,78
文科,2021,304,122470,122536,67
文科,2021,303,122537,122591,55
文科,2021,302,122592,122651,60
文科,2021,301,122652,122712,61
文科,2021,300,122713,122767,55
文科,2021,299,122768,122821,54
文科,2021,298,122822,122875,54
文科,2021,297,122876,122926,51
文科,2021,296,122927,122971,45
文科,2021,295,122972,123015,44
文科,2021,294,123016,123061,46
文科,2021,293,123062,123103,42
文科,2021,292,123104,123163,60
文科,2021,291,123164,123214,51
文科,2021,290,123215,123250,36
文科,2021,289,123251,123294,44
文科,2021,288,123295,123327,33
文科,2021,287,123328,123364,37
文科,2021,286,123365,123402,38
文科,2021,285,123403,123425,23
文科,2021,284,123426,123456,31
文科,2021,283,123457,123492,36
文科,2021,282,123493,123530,38
文科,2021,281,123531,123566,36
文科,2021,280,123567,123599,33
文科,2021,279,123600,123619,20
文科,2021,278,123620,123643,24
文科,2021,277,123644,123677,34
文科,2021,276,123678,123696,19
文科,2021,275,123697,123712,16
文科,2021,274,123713,123734,22
文科,2021,273,123735,123750,16
文科,2021,272,123751,123770,20
文科,2021,271,123771,123784,14
文科,2021,270,123785,123802,18
文科,2021,269,123803,123815,13
文科,2021,268,123816,123830,15
文科,2021,267,123831,123841,11
文科,2021,266,123842,123861,20
文科,2021,265,123862,123880,19
文科,2021,264,123881,123897,17
文科,2021,263,123898,123911,14
文科,2021,262,123912,123925,14
文科,2021,261,123926,123940,15
文科,2021,260,123941,123957,17
文科,2021,259,123958,123970,13
文科,2021,258,123971,123981,11
文科,2021,257,123982,123997,16
文科,2021,256,123998,124007,10
文科,2021,255,124008,124017,10
文科,2021,254,124018,124023,6
文科,2021,253,124024,124032,9
文科,2021,252,124033,124042,10
文科,2021,251,124043,124049,7
文科,2021,250,124050,124060,11
文科,2021,249,124061,124070,10
文科,2021,248,124071,124072,2
文科,2021,247,124073,124079,7
文科,2021,246,124080,124087,8
文科,2021,245,124088,124094,7
文科,2021,244,124095,124102,8
文科,2021,243,124103,124115,13
文科,2021,242,124116,124123,8
文科,2021,241,124124,124128,5
文科,2021,240,124129,124133,5
文科,2021,239,124134,124139,6
文科,2021,238,124140,124143,4
文科,2021,237,124144,124148,5
文科,2021,236,124149,124151,3
文科,2021,235,124152,124162,11
文科,2021,234,124163,124167,5
文科,2021,233,124168,124172,5
文科,2021,232,124173,124178,6
文科,2021,231,124179,124180,2
文科,2021,230,124181,124183,3
文科,2021,229,124184,124185,2
文科,2021,228,124186,124189,4
文科,2021,227,124190,124192,3
文科,2021,226,124193,124196,4
文科,2021,225,124197,124198,2
文科,2021,224,124199,124203,5
文科,2021,223,124204,124207,4
文科,2021,222,124208,124211,4
文科,2021,221,124212,124215,4
文科,2021,220,124216,124219,4
文科,2021,219,124220,124220,1
文科,2021,218,124221,124223,3
文科,2021,217,124224,124227,4
文科,2021,215,124228,124232,5
文科,2021,214,124233,124234,2
文科,2021,213,124235,124237,3
文科,2021,212,124238,124238,1
文科,2021,211,124239,124242,4
文科,2021,209,124243,124246,4
文科,2021,208,124247,124247,1
文科,2021,207,124248,124249,2
文科,2021,206,124250,124250,1
文科,2021,205,124251,124252,2
文科,2021,204,124253,124253,1
文科,2021,203,124254,124255,2
文科,2021,202,124256,124259,4
文科,2021,201,124260,124261,2
文科,2021,200,124262,124262,1
文科,2021,190,124263,124279,17
文科,2021,180,124280,124289,10
文科,2021,170,124290,124300,11
文科,2021,160,124301,124308,8
文科,2021,150,124309,124317,9
文科,2021,140,124318,124326,9
文科,2021,130,124327,124329,3
文科,2021,120,124330,124335,6
文科,2021,110,124336,124338,3
文科,2021,100,124339,124341,3
理科,2024,693,1,53,53
理科,2024,692,54,54,1
理科,2024,691,54,54,0
理科,2024,690,55,55,1
理科,2024,689,56,61,6
理科,2024,688,62,70,9
理科,2024,687,71,72,2
理科,2024,686,73,80,8
理科,2024,685,81,87,7
理科,2024,684,88,97,10
理科,2024,683,98,110,13
理科,2024,682,111,128,18
理科,2024,681,129,136,8
理科,2024,680,137,147,11
理科,2024,679,148,160,13
理科,2024,678,161,169,9
理科,2024,677,170,179,10
理科,2024,676,180,193,14
理科,2024,675,194,206,13
理科,2024,674,207,225,19
理科,2024,673,226,239,14
理科,2024,672,240,254,15
理科,2024,671,255,273,19
理科,2024,670,274,296,23
理科,2024,669,297,314,18
理科,2024,668,315,340,26
理科,2024,667,341,372,32
理科,2024,666,373,398,26
理科,2024,665,399,425,27
理科,2024,664,426,456,31
理科,2024,663,457,488,32
理科,2024,662,489,512,24
理科,2024,661,513,547,35
理科,2024,660,548,576,29
理科,2024,659,577,613,37
理科,2024,658,614,643,30
理科,2024,657,644,681,38
理科,2024,656,682,721,40
理科,2024,655,722,767,46
理科,2024,654,768,822,55
理科,2024,653,823,871,49
理科,2024,652,872,921,50
理科,2024,651,922,968,47
理科,2024,650,969,1019,51
理科,2024,649,1020,1081,62
理科,2024,648,1082,1123,42
理科,2024,647,1124,1185,62
理科,2024,646,1186,1240,55
理科,2024,645,1241,1296,56
理科,2024,644,1297,1357,61
理科,2024,643,1358,1430,73
理科,2024,642,1431,1506,76
理科,2024,641,1507,1587,81
理科,2024,640,1588,1676,89
理科,2024,639,1677,1751,75
理科,2024,638,1752,1848,97
理科,2024,637,1849,1915,67
理科,2024,636,1916,2011,96
理科,2024,635,2012,2118,107
理科,2024,634,2119,2247,129
理科,2024,633,2248,2369,122
理科,2024,632,2370,2465,96
理科,2024,631,2466,2577,112
理科,2024,630,2578,2688,111
理科,2024,629,2689,2806,118
理科,2024,628,2807,2931,125
理科,2024,627,2932,3059,128
理科,2024,626,3060,3196,137
理科,2024,625,3197,3345,149
理科,2024,624,3346,3485,140
理科,2024,623,3486,3606,121
理科,2024,622,3607,3742,136
理科,2024,621,3743,3893,151
理科,2024,620,3894,4051,158
理科,2024,619,4052,4201,150
理科,2024,618,4202,4340,139
理科,2024,617,4341,4513,173
理科,2024,616,4514,4661,148
理科,2024,615,4662,4834,173
理科,2024,614,4835,5003,169
理科,2024,613,5004,5166,163
理科,2024,612,5167,5342,176
理科,2024,611,5343,5523,181
理科,2024,610,5524,5708,185
理科,2024,609,5709,5925,217
理科,2024,608,5926,6118,193
理科,2024,607,6119,6316,198
理科,2024,606,6317,6518,202
理科,2024,605,6519,6740,222
理科,2024,604,6741,6961,221
理科,2024,603,6962,7198,237
理科,2024,602,7199,7423,225
理科,2024,601,7424,7649,226
理科,2024,600,7650,7895,246
理科,2024,599,7896,8137,242
理科,2024,598,8138,8378,241
理科,2024,597,8379,8647,269
理科,2024,596,8648,8871,224
理科,2024,595,8872,9109,238
理科,2024,594,9110,9339,230
理科,2024,593,9340,9609,270
理科,2024,592,9610,9890,281
理科,2024,591,9891,10130,240
理科,2024,590,10131,10422,292
理科,2024,589,10423,10697,275
理科,2024,588,10698,10972,275
理科,2024,587,10973,11249,277
理科,2024,586,11250,11534,285
理科,2024,585,11535,11848,314
理科,2024,584,11849,12146,298
理科,2024,583,12147,12430,284
理科,2024,582,12431,12740,310
理科,2024,581,12741,13036,296
理科,2024,580,13037,13358,322
理科,2024,579,13359,13656,298
理科,2024,578,13657,13973,317
理科,2024,577,13974,14312,339
理科,2024,576,14313,14643,331
理科,2024,575,14644,14980,337
理科,2024,574,14981,15294,314
理科,2024,573,15295,15640,346
理科,2024,572,15641,16005,365
理科,2024,571,16006,16399,394
理科,2024,570,16400,16760,361
理科,2024,569,16761,17095,335
理科,2024,568,17096,17436,341
理科,2024,567,17437,17838,402
理科,2024,566,17839,18216,378
理科,2024,565,18217,18598,382
理科,2024,564,18599,18967,369
理科,2024,563,18968,19350,383
理科,2024,562,19351,19735,385
理科,2024,561,19736,20083,348
理科,2024,560,20084,20476,393
理科,2024,559,20477,20863,387
理科,2024,558,20864,21248,385
理科,2024,557,21249,21670,422
理科,2024,556,21671,22097,427
理科,2024,555,22098,22520,423
理科,2024,554,22521,22902,382
理科,2024,553,22903,23305,403
理科,2024,552,23306,23724,419
理科,2024,551,23725,24162,438
理科,2024,550,24163,24600,438
理科,2024,549,24601,25022,422
理科,2024,548,25023,25473,451
理科,2024,547,25474,25917,444
理科,2024,546,25918,26333,416
理科,2024,545,26334,26759,426
理科,2024,544,26760,27168,409
理科,2024,543,27169,27641,473
理科,2024,542,27642,28090,449
理科,2024,541,28091,28554,464
理科,2024,540,28555,29025,471
理科,2024,539,29026,29517,492
理科,2024,538,29518,29950,433
理科,2024,537,29951,30430,480
理科,2024,536,30431,30906,476
理科,2024,535,30907,31408,502
理科,2024,534,31409,31889,481
理科,2024,533,31890,32372,483
理科,2024,532,32373,32868,496
理科,2024,531,32869,33357,489
理科,2024,530,33358,33875,518
理科,2024,529,33876,34382,507
理科,2024,528,34383,34935,553
理科,2024,527,34936,35436,501
理科,2024,526,35437,35957,521
理科,2024,525,35958,36476,519
理科,2024,524,36477,36994,518
理科,2024,523,36995,37518,524
理科,2024,522,37519,38020,502
理科,2024,521,38021,38526,506
理科,2024,520,38527,39054,528
理科,2024,519,39055,39624,570
理科,2024,518,39625,40177,553
理科,2024,517,40178,40780,603
理科,2024,516,40781,41326,546
理科,2024,515,41327,41877,551
理科,2024,514,41878,42396,519
理科,2024,513,42397,42974,578
理科,2024,512,42975,43555,581
理科,2024,511,43556,44149,594
理科,2024,510,44150,44710,561
理科,2024,509,44711,45351,641
理科,2024,508,45352,45936,585
理科,2024,507,45937,46486,550
理科,2024,506,46487,47041,555
理科,2024,505,47042,47634,593
理科,2024,504,47635,48212,578
理科,2024,503,48213,48778,566
理科,2024,502,48779,49363,585
理科,2024,501,49364,49934,571
理科,2024,500,49935,50530,596
理科,2024,499,50531,51134,604
理科,2024,498,51135,51723,589
理科,2024,497,51724,52334,611
理科,2024,496,52335,52968,634
理科,2024,495,52969,53556,588
理科,2024,494,53557,54184,628
理科,2024,493,54185,54812,628
理科,2024,492,54813,55466,654
理科,2024,491,55467,56145,679
理科,2024,490,56146,56800,655
理科,2024,489,56801,57448,648
理科,2024,488,57449,58105,657
理科,2024,487,58106,58735,630
理科,2024,486,58736,59371,636
理科,2024,485,59372,60046,675
理科,2024,484,60047,60708,662
理科,2024,483,60709,61358,650
理科,2024,482,61359,62012,654
理科,2024,481,62013,62667,655
理科,2024,480,62668,63338,671
理科,2024,479,63339,64001,663
理科,2024,478,64002,64646,645
理科,2024,477,64647,65364,718
理科,2024,476,65365,66063,699
理科,2024,475,66064,66771,708
理科,2024,474,66772,67415,644
理科,2024,473,67416,68094,679
理科,2024,472,68095,68767,673
理科,2024,471,68768,69472,705
理科,2024,470,69473,70191,719
理科,2024,469,70192,70856,665
理科,2024,468,70857,71551,695
理科,2024,467,71552,72259,708
理科,2024,466,72260,72926,667
理科,2024,465,72927,73595,669
理科,2024,464,73596,74236,641
理科,2024,463,74237,74949,713
理科,2024,462,74950,75689,740
理科,2024,461,75690,76411,722
理科,2024,460,76412,77110,699
理科,2024,459,77111,77841,731
理科,2024,458,77842,78527,686
理科,2024,457,78528,79229,702
理科,2024,456,79230,79926,697
理科,2024,455,79927,80627,701
理科,2024,454,80628,81340,713
理科,2024,453,81341,82032,692
理科,2024,452,82033,82738,706
理科,2024,451,82739,83415,677
理科,2024,450,83416,84101,686
理科,2024,449,84102,84800,699
理科,2024,448,84801,85464,664
理科,2024,447,85465,86175,711
理科,2024,446,86176,86857,682
理科,2024,445,86858,87582,725
理科,2024,444,87583,88262,680
理科,2024,443,88263,88989,727
理科,2024,442,88990,89679,690
理科,2024,441,89680,90401,722
理科,2024,440,90402,91075,674
理科,2024,439,91076,91762,687
理科,2024,438,91763,92461,699
理科,2024,437,92462,93181,720
理科,2024,436,93182,93877,696
理科,2024,435,93878,94571,694
理科,2024,434,94572,95287,716
理科,2024,433,95288,95972,685
理科,2024,432,95973,96656,684
理科,2024,431,96657,97290,634
理科,2024,430,97291,97971,681
理科,2024,429,97972,98674,703
理科,2024,428,98675,99429,755
理科,2024,427,99430,100127,698
理科,2024,426,100128,100859,732
理科,2024,425,100860,101542,683
理科,2024,424,101543,102234,692
理科,2024,423,102235,102973,739
理科,2024,422,102974,103614,641
理科,2024,421,103615,104308,694
理科,2024,420,104309,104989,681
理科,2024,419,104990,105676,687
理科,2024,418,105677,106315,639
理科,2024,417,106316,107006,691
理科,2024,416,107007,107689,683
理科,2024,415,107690,108346,657
理科,2024,414,108347,108988,642
理科,2024,413,108989,109642,654
理科,2024,412,109643,110298,656
理科,2024,411,110299,110951,653
理科,2024,410,110952,111592,641
理科,2024,409,111593,112239,647
理科,2024,408,112240,112909,670
理科,2024,407,112910,113535,626
理科,2024,406,113536,114201,666
理科,2024,405,114202,114879,678
理科,2024,404,114880,115516,637
理科,2024,403,115517,116171,655
理科,2024,402,116172,116804,633
理科,2024,401,116805,117395,591
理科,2024,400,117396,118007,612
理科,2024,399,118008,118630,623
理科,2024,398,118631,119210,580
理科,2024,397,119211,119863,653
理科,2024,396,119864,120500,637
理科,2024,395,120501,121145,645
理科,2024,394,121146,121721,576
理科,2024,393,121722,122325,604
理科,2024,392,122326,122955,630
理科,2024,391,122956,123536,581
理科,2024,390,123537,124075,539
理科,2024,389,124076,124675,600
理科,2024,388,124676,125254,579
理科,2024,387,125255,125828,574
理科,2024,386,125829,126398,570
理科,2024,385,126399,126981,583
理科,2024,384,126982,127571,590
理科,2024,383,127572,128084,513
理科,2024,382,128085,128633,549
理科,2024,381,128634,129151,518
理科,2024,380,129152,129722,571
理科,2024,379,129723,130248,526
理科,2024,378,130249,130792,544
理科,2024,377,130793,131317,525
理科,2024,376,131318,131864,547
理科,2024,375,131865,132356,492
理科,2024,374,132357,132901,545
理科,2024,373,132902,133447,546
理科,2024,372,133448,133934,487
理科,2024,371,133935,134486,552
理科,2024,370,134487,135026,540
理科,2024,369,135027,135524,498
理科,2024,368,135525,136038,514
理科,2024,367,136039,136556,518
理科,2024,366,136557,137041,485
理科,2024,365,137042,137567,526
理科,2024,364,137568,138061,494
理科,2024,363,138062,138546,485
理科,2024,362,138547,139050,504
理科,2024,361,139051,139538,488
理科,2024,360,139539,140041,503
理科,2024,359,140042,140508,467
理科,2024,358,140509,140963,455
理科,2024,357,140964,141437,474
理科,2024,356,141438,141877,440
理科,2024,355,141878,142317,440
理科,2024,354,142318,142777,460
理科,2024,353,142778,143218,441
理科,2024,352,143219,143671,453
理科,2024,351,143672,144113,442
理科,2024,350,144114,144524,411
理科,2024,349,144525,144963,439
理科,2024,348,144964,145371,408
理科,2024,347,145372,145803,432
理科,2024,346,145804,146205,402
理科,2024,345,146206,146634,429
理科,2024,344,146635,147010,376
理科,2024,343,147011,147380,370
理科,2024,342,147381,147796,416
理科,2024,341,147797,148209,413
理科,2024,340,148210,148600,391
理科,2024,339,148601,148992,392
理科,2024,338,148993,149337,345
理科,2024,337,149338,149750,413
理科,2024,336,149751,150123,373
理科,2024,335,150124,150501,378
理科,2024,334,150502,150887,386
理科,2024,333,150888,151275,388
理科,2024,332,151276,151665,390
理科,2024,331,151666,152018,353
理科,2024,330,152019,152356,338
理科,2024,329,152357,152713,357
理科,2024,328,152714,153045,332
理科,2024,327,153046,153367,322
理科,2024,326,153368,153701,334
理科,2024,325,153702,154043,342
理科,2024,324,154044,154370,327
理科,2024,323,154371,154688,318
理科,2024,322,154689,155025,337
理科,2024,321,155026,155338,313
理科,2024,320,155339,155654,316
理科,2024,319,155655,155927,273
理科,2024,318,155928,156243,316
理科,2024,317,156244,156556,313
理科,2024,316,156557,156878,322
理科,2024,315,156879,157167,289
理科,2024,314,157168,157470,303
理科,2024,313,157471,157726,256
理科,2024,312,157727,158024,298
理科,2024,311,158025,158315,291
理科,2024,310,158316,158592,277
理科,2024,309,158593,158855,263
理科,2024,308,158856,159134,279
理科,2024,307,159135,159396,262
理科,2024,306,159397,159677,281
理科,2024,305,159678,159930,253
理科,2024,304,159931,160207,277
理科,2024,303,160208,160493,286
理科,2024,302,160494,160724,231
理科,2024,301,160725,160952,228
理科,2024,300,160953,161204,252
理科,2024,299,161205,161442,238
理科,2024,298,161443,161697,255
理科,2024,297,161698,161932,235
理科,2024,296,161933,162169,237
理科,2024,295,162170,162382,213
理科,2024,294,162383,162592,210
理科,2024,293,162593,162810,218
理科,2024,292,162811,163009,199
理科,2024,291,163010,163216,207
理科,2024,290,163217,163412,196
理科,2024,289,163413,163608,196
理科,2024,288,163609,163820,212
理科,2024,287,163821,164067,247
理科,2024,286,164068,164278,211
理科,2024,285,164279,164488,210
理科,2024,284,164489,164697,209
理科,2024,283,164698,164893,196
理科,2024,282,164894,165067,174
理科,2024,281,165068,165244,177
理科,2024,280,165245,165418,174
理科,2024,279,165419,165603,185
理科,2024,278,165604,165791,188
理科,2024,277,165792,165958,167
理科,2024,276,165959,166123,165
理科,2024,275,166124,166284,161
理科,2024,274,166285,166459,175
理科,2024,273,166460,166637,178
理科,2024,272,166638,166808,171
理科,2024,271,166809,166967,159
理科,2024,270,166968,167146,179
理科,2024,269,167147,167327,181
理科,2024,268,167328,167457,130
理科,2024,267,167458,167598,141
理科,2024,266,167599,167761,163
理科,2024,265,167762,167906,145
理科,2024,264,167907,168037,131
理科,2024,263,168038,168207,170
理科,2024,262,168208,168350,143
理科,2024,261,168351,168494,144
理科,2024,260,168495,168635,141
理科,2024,259,168636,168780,145
理科,2024,258,168781,168887,107
理科,2024,257,168888,169027,140
理科,2024,256,169028,169166,139
理科,2024,255,169167,169287,121
理科,2024,254,169288,169401,114
理科,2024,253,169402,169526,125
理科,2024,252,169527,169632,106
理科,2024,251,169633,169733,101
理科,2024,250,169734,169845,112
理科,2024,249,169846,169938,93
理科,2024,248,169939,170047,109
理科,2024,247,170048,170144,97
理科,2024,246,170145,170247,103
理科,2024,245,170248,170348,101
理科,2024,244,170349,170439,91
理科,2024,243,170440,170533,94
理科,2024,242,170534,170644,111
理科,2024,241,170645,170744,100
理科,2024,240,170745,170841,97
理科,2024,239,170842,170929,88
理科,2024,238,170930,171024,95
理科,2024,237,171025,171108,84
理科,2024,236,171109,171182,74
理科,2024,235,171183,171260,78
理科,2024,234,171261,171354,94
理科,2024,233,171355,171427,73
理科,2024,232,171428,171491,64
理科,2024,231,171492,171565,74
理科,2024,230,171566,171639,74
理科,2024,229,171640,171708,69
理科,2024,228,171709,171773,65
理科,2024,227,171774,171833,60
理科,2024,226,171834,171902,69
理科,2024,225,171903,171955,53
理科,2024,224,171956,172021,66
理科,2024,223,172022,172085,64
理科,2024,222,172086,172145,60
理科,2024,221,172146,172206,61
理科,2024,220,172207,172273,67
理科,2024,219,172274,172319,46
理科,2024,218,172320,172383,64
理科,2024,217,172384,172439,56
理科,2024,216,172440,172488,49
理科,2024,215,172489,172541,53
理科,2024,214,172542,172583,42
理科,2024,213,172584,172633,50
理科,2024,212,172634,172680,47
理科,2024,211,172681,172725,45
理科,2024,210,172726,172777,52
理科,2024,209,172778,172825,48
理科,2024,208,172826,172855,30
理科,2024,207,172856,172902,47
理科,2024,206,172903,172943,41
理科,2024,205,172944,172988,45
理科,2024,204,172989,173023,35
理科,2024,203,173024,173057,34
理科,2024,202,173058,173096,39
理科,2024,201,173097,173120,24
理科,2024,200,173121,173146,26
理科,2023,695,1,50,50
理科,2023,694,51,54,4
理科,2023,693,55,60,6
理科,2023,692,61,64,4
理科,2023,691,65,68,4
理科,2023,690,69,70,2
理科,2023,689,71,72,2
理科,2023,688,73,75,3
理科,2023,687,76,77,2
理科,2023,686,78,83,6
理科,2023,685,84,91,8
理科,2023,684,92,98,7
理科,2023,683,99,104,6
理科,2023,682,105,119,15
理科,2023,681,120,127,8
理科,2023,680,128,134,7
理科,2023,679,135,144,10
理科,2023,678,145,155,11
理科,2023,677,156,159,4
理科,2023,676,160,173,14
理科,2023,675,174,190,17
理科,2023,674,191,208,18
理科,2023,673,209,224,16
理科,2023,672,225,229,5
理科,2023,671,230,238,9
理科,2023,670,239,253,15
理科,2023,669,254,269,16
理科,2023,668,270,287,18
理科,2023,667,288,307,20
理科,2023,666,308,326,19
理科,2023,665,327,345,19
理科,2023,664,346,361,16
理科,2023,663,362,391,30
理科,2023,662,392,415,24
理科,2023,661,416,435,20
理科,2023,660,436,458,23
理科,2023,659,459,482,24
理科,2023,658,483,516,34
理科,2023,657,517,554,38
理科,2023,656,555,583,29
理科,2023,655,584,616,33
理科,2023,654,617,648,32
理科,2023,653,649,682,34
理科,2023,652,683,718,36
理科,2023,651,719,762,44
理科,2023,650,763,802,40
理科,2023,649,803,837,35
理科,2023,648,838,877,40
理科,2023,647,878,931,54
理科,2023,646,932,987,56
理科,2023,645,988,1046,59
理科,2023,644,1047,1099,53
理科,2023,643,1100,1148,49
理科,2023,642,1149,1213,65
理科,2023,641,1214,1261,48
理科,2023,640,1262,1310,49
理科,2023,639,1311,1363,53
理科,2023,638,1364,1434,71
理科,2023,637,1435,1510,76
理科,2023,636,1511,1576,66
理科,2023,635,1577,1630,54
理科,2023,634,1631,1707,77
理科,2023,633,1708,1771,64
理科,2023,632,1772,1849,78
理科,2023,631,1850,1933,84
理科,2023,630,1934,2015,82
理科,2023,629,2016,2104,89
理科,2023,628,2105,2205,101
理科,2023,627,2206,2290,85
理科,2023,626,2291,2376,86
理科,2023,625,2377,2473,97
理科,2023,624,2474,2577,104
理科,2023,623,2578,2673,96
理科,2023,622,2674,2795,122
理科,2023,621,2796,2888,93
理科,2023,620,2889,2992,104
理科,2023,619,2993,3109,117
理科,2023,618,3110,3233,124
理科,2023,617,3234,3331,98
理科,2023,616,3332,3452,121
理科,2023,615,3453,3578,126
理科,2023,614,3579,3686,108
理科,2023,613,3687,3817,131
理科,2023,612,3818,3944,127
理科,2023,611,3945,4077,133
理科,2023,610,4078,4199,122
理科,2023,609,4200,4336,137
理科,2023,608,4337,4465,129
理科,2023,607,4466,4606,141
理科,2023,606,4607,4763,157
理科,2023,605,4764,4933,170
理科,2023,604,4934,5077,144
理科,2023,603,5078,5245,168
理科,2023,602,5246,5391,146
理科,2023,601,5392,5547,156
理科,2023,600,5548,5731,184
理科,2023,599,5732,5903,172
理科,2023,598,5904,6079,176
理科,2023,597,6080,6250,171
理科,2023,596,6251,6421,171
理科,2023,595,6422,6609,188
理科,2023,594,6610,6780,171
理科,2023,593,6781,6942,162
理科,2023,592,6943,7157,215
理科,2023,591,7158,7342,185
理科,2023,590,7343,7515,173
理科,2023,589,7516,7695,180
理科,2023,588,7696,7897,202
理科,2023,587,7898,8096,199
理科,2023,586,8097,8300,204
理科,2023,585,8301,8522,222
理科,2023,584,8523,8737,215
理科,2023,583,8738,8960,223
理科,2023,582,8961,9166,206
理科,2023,581,9167,9409,243
理科,2023,580,9410,9631,222
理科,2023,579,9632,9858,227
理科,2023,578,9859,10088,230
理科,2023,577,10089,10325,237
理科,2023,576,10326,10538,213
理科,2023,575,10539,10779,241
理科,2023,574,10780,11010,231
理科,2023,573,11011,11281,271
理科,2023,572,11282,11528,247
理科,2023,571,11529,11813,285
理科,2023,570,11814,12072,259
理科,2023,569,12073,12334,262
理科,2023,568,12335,12582,248
理科,2023,567,12583,12848,266
理科,2023,566,12849,13135,287
理科,2023,565,13136,13433,298
理科,2023,564,13434,13735,302
理科,2023,563,13736,14010,275
理科,2023,562,14011,14296,286
理科,2023,561,14297,14586,290
理科,2023,560,14587,14884,298
理科,2023,559,14885,15180,296
理科,2023,558,15181,15481,301
理科,2023,557,15482,15836,355
理科,2023,556,15837,16137,301
理科,2023,555,16138,16456,319
理科,2023,554,16457,16767,311
理科,2023,553,16768,17126,359
理科,2023,552,17127,17451,325
理科,2023,551,17452,17796,345
理科,2023,550,17797,18116,320
理科,2023,549,18117,18448,332
理科,2023,548,18449,18777,329
理科,2023,547,18778,19109,332
理科,2023,546,19110,19450,341
理科,2023,545,19451,19830,380
理科,2023,544,19831,20191,361
理科,2023,543,20192,20536,345
理科,2023,542,20537,20901,365
理科,2023,541,20902,21286,385
理科,2023,540,21287,21642,356
理科,2023,539,21643,22018,376
理科,2023,538,22019,22406,388
理科,2023,537,22407,22774,368
理科,2023,536,22775,23174,400
理科,2023,535,23175,23546,372
理科,2023,534,23547,23923,377
理科,2023,533,23924,24296,373
理科,2023,532,24297,24737,441
理科,2023,531,24738,25185,448
理科,2023,530,25186,25572,387
理科,2023,529,25573,25973,401
理科,2023,528,25974,26393,420
理科,2023,527,26394,26835,442
理科,2023,526,26836,27257,422
理科,2023,525,27258,27716,459
理科,2023,524,27717,28174,458
理科,2023,523,28175,28638,464
理科,2023,522,28639,29122,484
理科,2023,521,29123,29594,472
理科,2023,520,29595,30003,409
理科,2023,519,30004,30435,432
理科,2023,518,30436,30862,427
理科,2023,517,30863,31327,465
理科,2023,516,31328,31761,434
理科,2023,515,31762,32206,445
理科,2023,514,32207,32663,457
理科,2023,513,32664,33133,470
理科,2023,512,33134,33598,465
理科,2023,511,33599,34104,506
理科,2023,510,34105,34587,483
理科,2023,509,34588,35046,459
理科,2023,508,35047,35528,482
理科,2023,507,35529,36030,502
理科,2023,506,36031,36559,529
理科,2023,505,36560,37098,539
理科,2023,504,37099,37615,517
理科,2023,503,37616,38097,482
理科,2023,502,38098,38632,535
理科,2023,501,38633,39166,534
理科,2023,500,39167,39732,566
理科,2023,499,39733,40268,536
理科,2023,498,40269,40765,497
理科,2023,497,40766,41317,552
理科,2023,496,41318,41851,534
理科,2023,495,41852,42402,551
理科,2023,494,42403,42957,555
理科,2023,493,42958,43506,549
理科,2023,492,43507,44074,568
理科,2023,491,44075,44610,536
理科,2023,490,44611,45178,568
理科,2023,489,45179,45746,568
理科,2023,488,45747,46317,571
理科,2023,487,46318,46865,548
理科,2023,486,46866,47425,560
理科,2023,485,47426,48009,584
理科,2023,484,48010,48557,548
理科,2023,483,48558,49126,569
理科,2023,482,49127,49724,598
理科,2023,481,49725,50281,557
理科,2023,480,50282,50871,590
理科,2023,479,50872,51468,597
理科,2023,478,51469,52037,569
理科,2023,477,52038,52603,566
理科,2023,476,52604,53158,555
理科,2023,475,53159,53752,594
理科,2023,474,53753,54313,561
理科,2023,473,54314,54953,640
理科,2023,472,54954,55581,628
理科,2023,471,55582,56202,621
理科,2023,470,56203,56802,600
理科,2023,469,56803,57422,620
理科,2023,468,57423,58129,707
理科,2023,467,58130,58739,610
理科,2023,466,58740,59346,607
理科,2023,465,59347,59967,621
理科,2023,464,59968,60624,657
理科,2023,463,60625,61273,649
理科,2023,462,61274,61956,683
理科,2023,461,61957,62626,670
理科,2023,460,62627,63268,642
理科,2023,459,63269,63982,714
理科,2023,458,63983,64628,646
理科,2023,457,64629,65307,679
理科,2023,456,65308,65963,656
理科,2023,455,65964,66626,663
理科,2023,454,66627,67272,646
理科,2023,453,67273,67963,691
